locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
EKN05_001270	EKN05_001270	1	CP037923	258785	259228	-		cysteine desulfurase sulfur acceptor subunit CsdE	0.545	16	False
EKN05_001275	EKN05_001275	1	CP037923	259228	260433	-		cysteine desulfurase CsdA	0.5572	40	False
EKN05_001280	EKN05_001280	1	CP037923	260625	260807	+		YgdI/YgdR family lipoprotein	0.459	11	False
EKN05_001285	EKN05_001285	1	CP037923	261203	262120	+		transcriptional regulator GcvA	0.4913	45	False
EKN05_001290	EKN05_001290	1	CP037923	262139	262534	+		DUF423 domain-containing protein	0.5379	18	False
EKN05_001295	EKN05_001295	1	CP037923	262527	263627	+		23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	0.5204	45	False
EKN05_001300	EKN05_001300	1	CP037923	263671	264402	-		L-fucose operon activator	0.4822	32	False
EKN05_001305	EKN05_001305	1	CP037923	264460	264882	-		L-fucose mutarotase	0.4965	18	False
EKN05_001310	EKN05_001310	7	CP037923	264884	266303	-		L-fuculokinase	0.5056	69	False
EKN05_001315	EKN05_001315	1	CP037923	266412	268187	-		L-fucose isomerase	0.545	59	False
EKN05_001320	EKN05_001320	1	CP037923	268220	269536	-		L-fucose:H+ symporter permease	0.4746	80	False
EKN05_001325	EKN05_001325	1	CP037923	270083	270730	+		L-fuculose-phosphate aldolase	0.4923	28	False
EKN05_001330	EKN05_001330	1	CP037923	270758	271906	+		lactaldehyde reductase	0.5361	53	False
EKN05_001335	EKN05_001335	1	CP037923	271959	272714	-		flap endonuclease Xni	0.5265	28	False
EKN05_001340	EKN05_001340	1	CP037923	272825	274192	-		L-serine ammonia-lyase	0.5461	57	False
EKN05_001345	EKN05_001345	1	CP037923	274250	275539	-		HAAAP family serine/threonine permease	0.524	52	False
EKN05_001350	EKN05_001350	1	CP037923	276103	277431	-		IS4 family transposase	0.5425	42	False
EKN05_001355	EKN05_001355	1	CP037923	277763	278104	+		ribosome-associated translation inhibitor RaiA	0.462	12	False
EKN05_001360	EKN05_001360	1	CP037923	278208	278255	+		Phe operon leader peptide	0.375	2	False
EKN05_001365	EKN05_001365	1	CP037923	278354	279514	+		bifunctional chorismate mutase/prephenate dehydratase	0.4892	52	False
EKN05_001370	EKN05_001370	1	CP037923	279557	280678	-		bifunctional chorismate mutase/prephenate dehydrogenase	0.5214	45	False
EKN05_001375	EKN05_001375	1	CP037923	280689	281759	-		3-deoxy-7-phosphoheptulonate synthase AroF	0.5145	49	False
EKN05_001380	EKN05_001380	1	CP037923	281969	282334	+		DUF2799 domain-containing protein	0.459	21	False
EKN05_001385	EKN05_001385	1	CP037923	282484	283002	+		YfiR family protein	0.4566	27	False
EKN05_001390	EKN05_001390	7	CP037923	282992	284217	+		diguanylate cyclase DgcN	0.4878	56	False
EKN05_001395	EKN05_001395	1	CP037923	284233	284715	+		OmpA family protein	0.5072	23	False
EKN05_001400	EKN05_001400	1	CP037923	284792	285139	-		50S ribosomal protein L19	0.4828	19	False
EKN05_001405	EKN05_001405	1	CP037923	285181	285948	-		tRNA (guanosine(37)-N1)-methyltransferase TrmD	0.5312	27	False
EKN05_001410	EKN05_001410	1	CP037923	285979	286527	-		ribosome maturation factor RimM	0.4882	19	False
EKN05_001415	EKN05_001415	1	CP037923	286546	286794	-		30S ribosomal protein S16	0.5141	10	False
EKN05_001420	EKN05_001420	1	CP037923	286931	288292	-		signal recognition particle protein	0.5411	40	False
EKN05_001425	EKN05_001425	1	CP037923	288459	289250	+		inner membrane protein YpjD	0.529	33	False
EKN05_001430	EKN05_001430	1	CP037923	289271	290557	+		DUF21 domain-containing protein	0.5082	54	False
EKN05_001435	EKN05_001435	1	CP037923	290612	291205	-		nucleotide exchange factor GrpE	0.5051	23	False
EKN05_001440	EKN05_001440	1	CP037923	291202	291396	-		molecular chaperone GrpE	0.4359	6	False
EKN05_001445	EKN05_001445	1	CP037923	291328	292206	+		NAD(+) kinase	0.4983	37	False
EKN05_001450	EKN05_001450	1	CP037923	292292	293953	+		DNA repair protein RecN	0.5193	51	False
EKN05_001455	EKN05_001455	1	CP037923	294102	294443	+		outer membrane protein assembly factor BamE	0.4942	21	False
EKN05_001460	EKN05_001460	1	CP037923	294505	294795	-		RnfH family protein	0.5017	16	False
EKN05_001465	EKN05_001465	1	CP037923	294785	295261	-		type II toxin-antitoxin system toxin RatA	0.4675	28	False
EKN05_001470	EKN05_001470	1	CP037923	295394	295876	+		SsrA-binding protein SmpB	0.5155	21	False
EKN05_001480	EKN05_001480	1	CP037923	296658	297881	+		integrase	0.491	56	False
EKN05_001485	EKN05_001485	7	CP037923	298081	298778	+		IS1 family transposase	0.5287	27	False
EKN05_001490	EKN05_001490	7	CP037923	298897	300059	+		IS3-like element IS3 family transposase	0.5374	43	False
EKN05_001495	EKN05_001495	5	CP037923	300307	300382	-		tRNA-Met	0.5658	3	False
EKN05_001500	EKN05_001500	1	CP037923	300941	303193	+		hypothetical protein	0.3777	185	False
EKN05_001505	EKN05_001505	1	CP037923	303529	304506	+		carbon starvation induced protein CsiD	0.5307	26	False
EKN05_001510	EKN05_001510	1	CP037923	304526	305794	+		L-2-hydroxyglutarate oxidase	0.5737	39	False
EKN05_001515	EKN05_001515	7	CP037923	305817	307265	+		NADP-dependent succinate-semialdehyde dehydrogenase I	0.5721	43	False
EKN05_001520	EKN05_001520	1	CP037923	307273	308559	+		4-aminobutyrate--2-oxoglutarate transaminase	0.589	35	False
EKN05_001525	EKN05_001525	1	CP037923	308797	310197	+		GABA permease	0.5125	83	False
EKN05_001530	EKN05_001530	1	CP037923	310218	310880	+		DNA-binding transcriptional regulator CsiR	0.5309	24	False
EKN05_001535	EKN05_001535	1	CP037923	310881	311330	-		potassium binding protein Kbp	0.48	22	False
EKN05_001540	EKN05_001540	1	CP037923	311414	311572	-		YqaE/Pmp3 family membrane protein	0.5094	7	False
EKN05_001545	EKN05_001545	1	CP037923	311755	312054	+		transcriptional regulator	0.53	15	False
EKN05_001550	EKN05_001550	1	CP037923	312064	312588	+		thiosulfate sulfurtransferase YgaP	0.461	35	False
EKN05_001555	EKN05_001555	1	CP037923	312635	313039	-		DNA-binding protein StpA	0.4741	18	False
EKN05_001560	EKN05_001560	1	CP037923	313709	314158	+		L-alanine exporter AlaE	0.4911	23	False
EKN05_001565	EKN05_001565	1	CP037923	314195	314539	-		DUF2002 family protein	0.4667	24	False
EKN05_001570	EKN05_001570	1	CP037923	314691	315020	+		DUF883 domain-containing protein	0.5424	13	False
EKN05_001575	EKN05_001575	1	CP037923	315269	315514	+		glutaredoxin-like protein NrdH	0.5285	9	False
EKN05_001580	EKN05_001580	1	CP037923	315511	315921	+		class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	0.5596	17	False
EKN05_001585	EKN05_001585	1	CP037923	315894	318038	+		class 1b ribonucleoside-diphosphate reductase subunit alpha	0.5198	96	False
EKN05_001590	EKN05_001590	1	CP037923	318048	319007	+		class 1b ribonucleoside-diphosphate reductase subunit beta	0.4865	36	False
EKN05_001595	EKN05_001595	1	CP037923	319362	320564	+		proline/glycine betaine ABC transporter ATP-binding protein ProV	0.4879	59	False
EKN05_001600	EKN05_001600	1	CP037923	320557	321621	+		proline/glycine betaine ABC transporter permease ProW	0.5803	33	False
EKN05_001605	EKN05_001605	1	CP037923	321679	322671	+		proline/glycine betaine ABC transporter substrate-binding protein ProX	0.5257	41	False
EKN05_001610	EKN05_001610	7	CP037923	322863	324042	+		MFS transporter	0.5466	47	False
EKN05_001615	EKN05_001615	1	CP037923	324166	324903	+		branched-chain amino acid ABC transporter permease	0.5271	31	False
EKN05_001620	EKN05_001620	1	CP037923	324893	325228	+		L-valine transporter subunit YgaH	0.5506	19	False
EKN05_001625	EKN05_001625	1	CP037923	325319	325849	+		multidrug efflux transporter EmrAB transcriptional repressor EmrR	0.4896	18	False
EKN05_001630	EKN05_001630	7	CP037923	325976	327148	+		multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	0.5294	51	False
EKN05_001635	EKN05_001635	7	CP037923	327165	328702	+		multidrug efflux MFS transporter permease subunit EmrB	0.5592	60	False
EKN05_001640	EKN05_001640	1	CP037923	328766	329281	-		S-ribosylhomocysteine lyase	0.5174	20	False
EKN05_001645	EKN05_001645	1	CP037923	329431	330987	-		glutamate--cysteine ligase	0.5125	72	False
EKN05_001650	EKN05_001650	1	CP037923	331060	331488	-		DedA family protein	0.4942	25	False
EKN05_001655	EKN05_001655	1	CP037923	331485	332051	-		fructose-1-phosphate/6-phosphogluconate phosphatase	0.5326	25	False
EKN05_001660	EKN05_001660	5	CP037923	332199	332275	-		tRNA-Arg	0.5974	4	False
EKN05_001665	EKN05_001665	5	CP037923	332340	332416	-		tRNA-Arg	0.6104	3	False
EKN05_001670	EKN05_001670	5	CP037923	332481	332557	-		tRNA-Arg	0.5974	4	False
EKN05_001675	EKN05_001675	5	CP037923	332561	332653	-		tRNA-Ser	0.6452	2	False
EKN05_001680	EKN05_001680	1	CP037923	332969	333154	-		carbon storage regulator	0.4946	9	False
EKN05_001685	EKN05_001685	1	CP037923	333389	336019	-		alanine--tRNA ligase	0.5371	92	False
EKN05_001690	EKN05_001690	1	CP037923	336147	336647	-		recombination regulator RecX	0.513	19	False
EKN05_001695	EKN05_001695	1	CP037923	336890	337951	-		recombinase RecA	0.5367	40	False
EKN05_001700	EKN05_001700	1	CP037923	338031	338528	-		nicotinamide-nucleotide amidase	0.5643	19	False
EKN05_001705	EKN05_001705	1	CP037923	338673	339758	-		murein transglycosylase B	0.5516	40	False
EKN05_001710	EKN05_001710	1	CP037923	340014	340577	+		PTS glucitol/sorbitol transporter subunit IIC	0.5	23	False
EKN05_001715	EKN05_001715	7	CP037923	340574	341532	+		PTS glucitol/sorbitol transporter subunit IIB	0.5495	37	False
EKN05_001720	EKN05_001720	1	CP037923	341543	341914	+		PTS glucitol/sorbitol transporter subunit IIA	0.5538	10	False
EKN05_001725	EKN05_001725	1	CP037923	341918	342697	+		sorbitol-6-phosphate dehydrogenase	0.5308	30	False
EKN05_001730	EKN05_001730	1	CP037923	342802	343161	+		transcriptional regulator GutM	0.5472	13	False
EKN05_001735	EKN05_001735	1	CP037923	343228	344001	+		glucitol operon DNA-binding transcriptional repressor SrlR	0.4884	30	False
EKN05_001740	EKN05_001740	1	CP037923	343994	344959	+		arabinose-5-phosphate isomerase GutQ	0.5611	31	False
EKN05_001745	EKN05_001745	1	CP037923	344956	346470	-		nitric oxide reductase transcriptional regulator NorR	0.5677	33	False
EKN05_001750	EKN05_001750	1	CP037923	346657	348096	+		anaerobic nitric oxide reductase flavorubredoxin	0.5403	46	False
EKN05_001755	EKN05_001755	7	CP037923	348093	349227	+		NADH:flavorubredoxin reductase NorW	0.5454	41	False
EKN05_001760	EKN05_001760	1	CP037923	349355	351607	-		carbamoyltransferase HypF	0.5757	66	False
EKN05_001765	EKN05_001765	1	CP037923	351760	352287	-		electron transport protein HydN	0.5265	18	False
EKN05_001770	EKN05_001770	1	CP037923	352437	353450	-		LacI family DNA-binding transcriptional regulator	0.5256	49	False
EKN05_001775	EKN05_001775	1	CP037923	353697	355163	+		PTS cellobiose/arbutin/salicin transporter subunit IIBC	0.5596	50	False
EKN05_001780	EKN05_001780	1	CP037923	355172	356596	+		6-phospho-beta-glucosidase	0.5158	60	False
EKN05_001785	EKN05_001785	1	CP037923	356711	357130	-		helix-turn-helix domain-containing protein	0.4643	14	False
EKN05_001790	EKN05_001790	1	CP037923	357127	357438	-		cytoplasmic protein	0.4263	21	False
EKN05_001795	EKN05_001795	1	CP037923	357611	358354	-		hypothetical protein	0.5094	37	False
EKN05_001800	EKN05_001800	1	CP037923	358397	358867	-		hydrogenase maturation peptidase HycI	0.5265	21	False
EKN05_001805	EKN05_001805	1	CP037923	358860	359270	-		formate hydrogenlyase maturation protein HycH	0.528	15	False
EKN05_001810	EKN05_001810	1	CP037923	359267	360034	-		formate hydrogenlyase subunit HycG	0.5664	25	False
EKN05_001815	EKN05_001815	1	CP037923	360034	360576	-		formate hydrogenlyase subunit HycF	0.5525	14	False
EKN05_001820	EKN05_001820	1	CP037923	360586	362295	-		hydrogenase large subunit	0.5702	60	False
EKN05_001825	EKN05_001825	1	CP037923	362313	363236	-		formate hydrogenlyase subunit HycD	0.5812	30	False
EKN05_001830	EKN05_001830	1	CP037923	363239	364909	-		formate hydrogenlyase subunit 3	0.5805	55	False
EKN05_001835	EKN05_001835	1	CP037923	364946	365557	-		4Fe-4S dicluster domain-containing protein	0.5703	14	False
EKN05_001840	EKN05_001840	1	CP037923	365682	366143	-		formate hydrogenlyase regulatory protein HycA	0.5022	17	False
EKN05_001845	EKN05_001845	1	CP037923	366231	366449	-		hypothetical protein	0.4977	10	False
EKN05_001850	EKN05_001850	1	CP037923	366355	366705	+		hydrogenase maturation nickel metallochaperone HypA	0.5299	9	False
EKN05_001855	EKN05_001855	1	CP037923	366709	367581	+		hydrogenase nickel incorporation protein HypB	0.5533	25	False
EKN05_001860	EKN05_001860	1	CP037923	367572	367844	+		hydrogenase 3 maturation protein HypC	0.5531	9	False
EKN05_001865	EKN05_001865	1	CP037923	367844	368965	+		hydrogenase formation protein HypD	0.5544	40	False
EKN05_001870	EKN05_001870	1	CP037923	368962	369972	+		hydrogenase maturation carbamoyl dehydratase HypE	0.5786	35	False
EKN05_001875	EKN05_001875	1	CP037923	370046	372124	+		formate hydrogenlyase transcriptional activator FlhA	0.5257	76	False
EKN05_001880	EKN05_001880	1	CP037923	372161	372514	-		nitrous oxide-stimulated promoter family protein	0.5085	12	False
EKN05_001885	EKN05_001885	1	CP037923	372546	372725	-		hypothetical protein	0.4278	10	False
EKN05_001890	EKN05_001890	1	CP037923	372801	375362	+		DNA mismatch repair protein MutS	0.5636	98	False
EKN05_001895	EKN05_001895	7	CP037923	375468	376120	+		protein-serine/threonine phosphatase	0.4257	47	False
EKN05_001900	EKN05_001900	1	CP037923	376171	376938	-		DeoR/GlpR transcriptional regulator	0.5143	28	False
EKN05_001905	EKN05_001905	1	CP037923	377134	378042	+		NAD(P)-dependent oxidoreductase	0.5303	34	False
EKN05_001910	EKN05_001910	7	CP037923	378039	378257	+		four-carbon acid sugar kinase family protein	0.5251	7	False
EKN05_001915	EKN05_001915	7	CP037923	378324	378584	+		IS3 family transposase	0.4674	11	False
EKN05_001920	EKN05_001920	7	CP037923	378599	379296	-		IS1 family transposase	0.5287	27	False
EKN05_001925	EKN05_001925	7	CP037923	379352	380257	+		IS3-like element IS600 family transposase	0.5011	42	False
EKN05_001930	EKN05_001930	1	CP037923	380397	382418	-		transposase	0.5237	74	False
EKN05_001935	EKN05_001935	1	CP037923	382420	382671	-		DNA-binding protein	0.4921	12	False
EKN05_001940	EKN05_001940	1	CP037923	382836	383399	+		hypothetical protein	0.4309	30	False
EKN05_001945	EKN05_001945	7	CP037923	383672	384619	-		UbiD family decarboxylase	0.5665	32	False
EKN05_001950	EKN05_001950	1	CP037923	384619	385212	-		UbiX family flavin prenyltransferase	0.5673	18	False
EKN05_001955	EKN05_001955	1	CP037923	385359	385766	+		MarR family transcriptional regulator	0.5123	15	False
EKN05_001960	EKN05_001960	1	CP037923	385886	386878	-		RNA polymerase sigma factor RpoS	0.5176	34	False
EKN05_001965	EKN05_001965	1	CP037923	386941	388080	-		murein hydrolase activator NlpD	0.5237	52	False
EKN05_001970	EKN05_001970	1	CP037923	388220	388846	-		protein-L-isoaspartate O-methyltransferase	0.5343	24	False
EKN05_001975	EKN05_001975	1	CP037923	388840	389601	-		5'/3'-nucleotidase SurE	0.5459	35	False
EKN05_001980	EKN05_001980	1	CP037923	389582	390631	-		tRNA pseudouridine(13) synthase TruD	0.5219	38	False
EKN05_001985	EKN05_001985	1	CP037923	390628	391107	-		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.5354	20	False
EKN05_001990	EKN05_001990	1	CP037923	391107	391817	-		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0.5527	21	False
EKN05_001995	EKN05_001995	1	CP037923	391836	392147	-		cell division protein FtsB	0.5192	15	False
EKN05_002000	EKN05_002000	1	CP037923	392341	392664	-		DUF3561 family protein	0.4722	23	False
EKN05_002005	EKN05_002005	1	CP037923	392714	393319	-		adenylyl-sulfate kinase	0.5182	30	False
EKN05_002010	EKN05_002010	1	CP037923	393319	394746	-		sulfate adenylyltransferase subunit CysN	0.5399	49	False
EKN05_002015	EKN05_002015	1	CP037923	394748	395656	-		sulfate adenylyltransferase subunit 2	0.5369	31	False
EKN05_002020	EKN05_002020	1	CP037923	395908	396945	+		aminopeptidase	0.4865	63	False
EKN05_002025	EKN05_002025	7	CP037923	397091	398182	-		'CRISPR-associated endonuclease Cas3''' pseudo=_no_value transl_table=11	0.4634	46	False
EKN05_002030	EKN05_002030	1	CP037923	398376	398528	-		type I toxin-antitoxin system Hok family toxin	0.4379	11	False
EKN05_002035	EKN05_002035	7	CP037923	398524	398759	+		integrase	0.4831	10	False
EKN05_002040	EKN05_002040	1	CP037923	398792	399526	-		phosphoadenosine phosphosulfate reductase	0.5156	33	False
EKN05_002045	EKN05_002045	1	CP037923	399600	401312	-		assimilatory sulfite reductase (NADPH) hemoprotein subunit	0.5575	53	False
EKN05_002050	EKN05_002050	1	CP037923	401312	403111	-		NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	0.5611	63	False
EKN05_002055	EKN05_002055	1	CP037923	403427	403792	+		6-carboxytetrahydropterin synthase QueD	0.4863	18	False
EKN05_002060	EKN05_002060	1	CP037923	403870	405141	+		FAD-dependent oxidoreductase	0.5511	51	False
EKN05_002065	EKN05_002065	1	CP037923	405132	405392	+		ferredoxin family protein	0.5441	12	False
EKN05_002070	EKN05_002070	7	CP037923	405608	405688	+		integrase	0.4568	5	False
EKN05_002075	EKN05_002075	7	CP037923	405698	405784	-		hypothetical protein	0.5057	0	False
EKN05_002080	EKN05_002080	1	CP037923	405876	407639	+		E3 ubiquitin--protein ligase	0.5017	69	False
EKN05_002085	EKN05_002085	1	CP037923	407640	407819	-		hypothetical protein	0.6	3	False
EKN05_002090	EKN05_002090	1	CP037923	407819	408442	-		DUF4376 domain-containing protein	0.5401	13	False
EKN05_002095	EKN05_002095	1	CP037923	408393	409808	-		phage tail protein	0.5466	48	False
EKN05_002100	EKN05_002100	1	CP037923	409872	410471	-		Ail/Lom family protein	0.565	20	False
EKN05_002105	EKN05_002105	1	CP037923	410539	414018	-		host specificity protein J	0.5603	121	False
EKN05_002110	EKN05_002110	7	CP037923	414079	414721	-		tail assembly protein	0.5739	18	False
EKN05_002115	EKN05_002115	1	CP037923	414619	415362	-		phage tail protein	0.5954	13	False
EKN05_002120	EKN05_002120	1	CP037923	415367	416308	-		phage minor tail protein L	0.5552	28	False
EKN05_002125	EKN05_002125	7	CP037923	416308	419350	-		phage tail tape measure protein	0.5557	90	False
EKN05_002130	EKN05_002130	1	CP037923	419322	419651	-		phage tail assembly protein T	0.5636	7	False
EKN05_002135	EKN05_002135	1	CP037923	419660	420046	-		phage minor tail protein G	0.522	9	False
EKN05_002140	EKN05_002140	1	CP037923	420105	420845	-		phage tail protein	0.5601	13	False
EKN05_002145	EKN05_002145	1	CP037923	420856	421257	-		phage tail protein	0.5398	13	False
EKN05_002150	EKN05_002150	1	CP037923	421254	421835	-		phage tail protein	0.5533	18	False
EKN05_002155	EKN05_002155	1	CP037923	421845	422198	-		phage tail protein	0.5056	16	False
EKN05_002160	EKN05_002160	1	CP037923	422210	422596	-		DNA-packaging protein FI	0.5504	12	False
EKN05_002165	EKN05_002165	1	CP037923	422648	423676	-		major capsid protein	0.5374	40	False
EKN05_002170	EKN05_002170	1	CP037923	423734	424081	-		head decoration protein	0.5718	13	False
EKN05_002175	EKN05_002175	1	CP037923	424118	425623	-		S49 family peptidase	0.5896	36	False
EKN05_002180	EKN05_002180	7	CP037923	425613	427206	-		phage portal protein	0.5621	52	False
EKN05_002185	EKN05_002185	1	CP037923	427203	427406	-		phage tail protein	0.5686	10	False
EKN05_002190	EKN05_002190	1	CP037923	427390	429318	-		phage terminase large subunit family protein	0.5111	67	False
EKN05_002195	EKN05_002195	1	CP037923	429290	429574	-		DNA packaging protein	0.4456	18	False
EKN05_002200	EKN05_002200	7	CP037923	429641	430680	-		IS3-like element IS600 family transposase	0.5029	50	False
EKN05_002205	EKN05_002205	7	CP037923	430736	431945	+		IS3 family transposase	0.5413	50	False
